Time,Heartrate,HRV
0:00:00,60,99
0:00:01,60.133778,99
0:00:02,60.26756,99
0:00:03,60.401337,99
0:00:04,60.53512,99
0:00:05,60.668896,99
0:00:06,60.802677,99
0:00:07,60.936455,99
0:00:08,61.070232,99
0:00:09,61.204014,99
0:00:10,61.33779,99
0:00:11,61.471573,99
0:00:12,61.60535,99
0:00:13,61.739132,99
0:00:14,61.87291,99
0:00:15,62.006687,99
0:00:16,62.14047,99
0:00:17,62.274246,99
0:00:18,62.408028,99
0:00:19,62.541805,99
0:00:20,62.675587,99
0:00:21,62.809364,99
0:00:22,62.943142,99
0:00:23,63.076923,99
0:00:24,63.2107,99
0:00:25,63.344482,99
0:00:26,63.47826,99
0:00:27,63.61204,99
0:00:28,63.74582,99
0:00:29,63.8796,99
0:00:30,64.013374,99
0:00:31,64.147156,99
0:00:32,64.28094,99
0:00:33,64.41472,99
0:00:34,64.54849,99
0:00:35,64.682274,99
0:00:36,64.816055,99
0:00:37,64.94983,99
0:00:38,65.08361,99
0:00:39,65.21739,99
0:00:40,65.35117,99
0:00:41,65.48495,99
0:00:42,65.61873,99
0:00:43,65.75251,99
0:00:44,65.886284,99
0:00:45,66.020065,99
0:00:46,66.15385,99
0:00:47,66.28763,99
0:00:48,66.4214,99
0:00:49,66.55518,99
0:00:50,66.688965,99
0:00:51,66.82275,99
0:00:52,66.95652,99
0:00:53,67.0903,99
0:00:54,67.22408,99
0:00:55,67.35786,99
0:00:56,67.49164,99
0:00:57,67.62542,99
0:00:58,67.7592,99
0:00:59,67.892975,99
0:01:00,68.02676,99
0:01:01,68.16054,99
0:01:02,68.29431,99
0:01:03,68.42809,99
0:01:04,68.561874,99
0:01:05,68.695656,99
0:01:06,68.82943,99
0:01:07,68.96321,99
0:01:08,69.09699,99
0:01:09,69.23077,99
0:01:10,69.36455,99
0:01:11,69.49833,99
0:01:12,69.63211,99
0:01:13,69.765884,99
0:01:14,69.899666,99
0:01:15,70.03345,99
0:01:16,70.16722,99
0:01:17,70.301,99
0:01:18,70.434784,99
0:01:19,70.568565,99
0:01:20,70.70234,99
0:01:21,70.83612,99
0:01:22,70.9699,99
0:01:23,71.103676,99
0:01:24,71.23746,99
0:01:25,71.37124,99
0:01:26,71.50502,99
0:01:27,71.638794,99
0:01:28,71.772575,99
0:01:29,71.90636,99
0:01:30,72.04013,99
0:01:31,72.17391,99
0:01:32,72.30769,99
0:01:33,72.441475,99
0:01:34,72.57525,99
0:01:35,72.70903,99
0:01:36,72.84281,99
0:01:37,72.976585,99
0:01:38,73.11037,99
0:01:39,73.24415,99
0:01:40,73.37793,99
0:01:41,73.5117,99
0:01:42,73.645485,99
0:01:43,73.77927,99
0:01:44,73.91304,99
0:01:45,74.04682,99
0:01:46,74.1806,99
0:01:47,74.314384,99
